game,team,difficulty,formation,lineup,lineup_numbers,lineup_goals,lineup_assists,lineup_cards,lineup_yellow_cards,lineup_red_cards,lineup_substitutions,source_match_id
Gaziantepspor vs. Denizlispor - Sunday August 6 - 2006,Denizlispor,hard,4-2-3-1,KUCUK;KECELI;CAGIRAN;GURACAR;GORGUN;GULPINAR;EGE;ABRAHAM;SIMSEK;ERTUGRUL;KINALI,1;11;5;22;64;60;25;4;9;20;60,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;1;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;1;0;0;0;0,61735
Gaziantepspor vs. Denizlispor - Sunday August 6 - 2006,Gaziantepspor,hard,4-2-3-1,HASAGIC;DEMIRCIOGLU;COGUM;IRTEGUN;AKINCI;DRINCIC;ZURITA;DIAWARA;YILDIRIM;KIRITA;CENGEL,1;61;6;4;77;39;22;19;36;3;7,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0,61735
Konyaspor vs. Sakaryaspor - Sunday August 6 - 2006,Konyaspor,hard,4-4-2,ONGUN;KAUE;EL SAKA;GUNDOSTU;CELIK;ALBAYRAK;BATISTA;AGCAY;ALEKSANDROV;TURKMEN;BELAL,1;11;5;4;42;77;7;15;10;33;9,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;1;0;0,0;0;1;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;1;1;0,61734
Konyaspor vs. Sakaryaspor - Sunday August 6 - 2006,Sakaryaspor,hard,4-2-3-1,TEKELIOGLU;TEBER;BAHADIR;USTA;DUMAN;OZMERT;CAPURRO;ERDOGAN;KURT;MBAYO;CANGELE,1;15;25;61;51;8;22;33;56;10;9,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;1;0;0;0;0;1;1;1,0;0;1;1;0;0;0;0;1;1;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;1;0;0,61734
Manisaspor vs. Besiktas - Sunday August 6 - 2006,Besiktas,easy,4-2-3-1,RUNJE;UZULMEZ;MERCIMEK;ZAN;TATAN;AVCI;KLEBERSON;GULEC;DELGADO;YILMAZ;NOBRE,1;19;8;5;53;41;15;9;10;7;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;1;0;0;1;0;0;0,61732
Manisaspor vs. Besiktas - Sunday August 6 - 2006,Manisaspor,hard,4-2-3-1,ATAMAN;BALTA;BORBICONI;JOHANA;OZSARAC;INCEMAN;INAN;ASKAROGLU;ZELENKA;HOLOSKO;MEDUNA,99;16;5;19;3;10;18;43;77;14;26,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;1,0;0;0;0;0;0;0;1;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1,61732
Sivasspor vs. Genclerbirligi - Sunday August 6 - 2006,Genclerbirligi,hard,4-4-2,TOKGOZ;AYDIN;RISP;UZUMCU;OZBEY;HAMINU;SERAS;ABDELAZIZ;GUVEN;OZTURK;CAKIR,99;34;3;35;6;23;61;12;44;9;10,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;1;0;1;0;0;0,0;0;1;0;0;1;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;0;1;0;0,61733
Sivasspor vs. Genclerbirligi - Sunday August 6 - 2006,Sivasspor,hard,4-4-2,PETKOVIC;YERLIKAYA;HOCAOGLU;FABRICIO;DOGANTEZ;TOPRAKTEPE;BAYRAKTAR;FRANSERGIO;KUS;BOZKAYA;BALILI,1;58;4;25;5;18;6;30;54;11;17,0;0;1;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;1;1;0;0;1;0;1;1,0;0;0;1;1;0;0;1;0;1;1,0;0;1;0;0;0;0;0;0;0;0,0;0;0;1;0;0;1;0;0;1;0,61733
Besiktas vs. Gaziantepspor - Friday August 11 - 2006,Besiktas,easy,4-4-2,RUNJE;UZULMEZ;MERCIMEK;ZAN;TORAMAN;YILMAZ;AVCI;KLEBERSON;DELGADO;NOBRE;BOBO,1;19;8;5;58;7;41;15;10;11;13,0;0;0;0;0;0;0;0;0;0;2,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;0,0;1;0;0;0;1;0;0;0;0;1,61738
Besiktas vs. Gaziantepspor - Friday August 11 - 2006,Gaziantepspor,hard,4-4-2,HASAGIC;DEMIRCIOGLU;ASIKOGLU;IRTEGUN;COGUM;BAYAR;DRINCIC;ZURITA;KIRITA;CIHAN;DIAWARA,1;61;34;4;6;26;33;22;3;50;19,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;1;0;0;1;0;0,0;0;0;1;0;1;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;1;0;0;0;0;0;0;0;1,61738
Genclerbirligi vs. Fenerbahce - Saturday August 12 - 2006,Fenerbahce,easy,4-1-4-1,RECBER;OZAT;ARAT;TURACI;ZENGIN;MEHMET AURELIO;SANLI;METIN;ALEX;YOZGATLI;SENTURK,34;5;17;19;16;15;10;11;20;7;23,0;0;0;0;0;0;1;0;1;0;0,0;0;0;0;0;0;0;2;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,1;0;0;0;0;0;0;1;0;0;1,61739
Genclerbirligi vs. Fenerbahce - Saturday August 12 - 2006,Genclerbirligi,hard,4-4-2,TOKGOZ;AYDIN;RISP;TRAORE;OZBEY;HAMINU;NAS;ABDELAZIZ;PROMISE;OZTURK;CAKIR,99;34;3;5;6;23;7;12;14;9;10,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;1;1;0;0;1;0,61739
Ankaragucu vs. Ankaraspor - Sunday August 13 - 2006,Ankaragucu,hard,4-2-3-1,USAK;YAVUZ;GUNGOR;BAYRAK;DERELI;ACAR;VIDUSLU;OLMEZ;ERIS;EVREN;BEBBE,34;17;2;3;61;21;28;35;10;14;11,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;0,1;0;1;1;0;0;0;0;0;1;0,1;0;1;1;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;1;0;1;0,61745
Ankaragucu vs. Ankaraspor - Sunday August 13 - 2006,Ankaraspor,hard,4-4-2,RICHARD KINGSON;WEDERSON;PETROUS;DUYMUS;YOLDAS;KISA;GUCER;KOCAK;AYHAN;YILMAZ;JABA,78;6;2;49;4;19;50;66;72;61;10,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;0;1;0,61745
Denizlispor vs. Konyaspor - Sunday August 13 - 2006,Denizlispor,hard,4-2-3-1,KUCUK;CELIK;GURACAR;ERTUGRUL;CAGIRAN;GULPINAR;EGE;ABRAHAM;SIMSEK;KINALI;ADRIANO,1;3;22;20;5;60;25;4;9;60;29,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;1;0;1;1;1;0;1;0;0,0;1;1;0;1;0;1;0;1;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;1;1;0;0;1;0;0;0,61744
Denizlispor vs. Konyaspor - Sunday August 13 - 2006,Konyaspor,hard,4-4-2,ONGUN;ALBAYRAK;EL SAKA;GUNDOSTU;CELIK;ALEKSANDROV;BATISTA;ER;AGCAY;TURKMEN;BELAL,1;77;5;4;42;10;7;13;15;33;9,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;1;0;0,0;0;0;0;0;0;1;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;1;1,61744
Galatasaray vs. Kayserispor - Sunday August 13 - 2006,Galatasaray,easy,4-2-3-1,MONDRAGON;AK;SONG;TOMAS;HASPOLATLI;GUVEN;AKMAN;TURAN;ILIC;SARIOGLU;SUKUR,1;5;4;2;19;24;18;66;22;55;9,0;0;0;0;1;0;0;1;2;0;0,0;1;0;0;0;0;0;0;0;2;1,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;0;0;1;1;0;1,61746
Galatasaray vs. Kayserispor - Sunday August 13 - 2006,Kayserispor,hard,4-4-2,IVANKOV;TOLEDO;ARSLAN;TOSCALI;CORA;BOLUKBASI;JOHNSON;BASDAG;TOPUZ;UNAL;AKAGUNDUZ,27;12;38;25;18;3;15;8;66;9;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;1;0;1,61746
Kayseri Erciyesspor vs. Bursaspor - Sunday August 13 - 2006,Bursaspor,hard,4-4-2,ERAYDIN;BEKIROGLU;ERDOGAN;GULDUREN;YIGIT;FRASINEANU;SUMULIKOSKI;BOZACI;ACAR;AKDIS;KALOGLU,61;47;4;3;22;10;18;5;8;54;11,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;1,0;1;0;0;0;0;1;0;0;0;0,0;1;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;1;0;0;0;1;0,61743
Kayseri Erciyesspor vs. Bursaspor - Sunday August 13 - 2006,Kayseri Erciyesspor,hard,4-4-2,FADHEL;OZKAYNAK;BAYER;BOUAZIZI;KOK;BAYAZIT;TORAMAN;KOCABAL;OZBAY;DJALOVIC;LAZAROV,1;39;30;13;19;10;5;70;66;9;11,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;1;0;0;0;0;0;1;0;0,0;0;1;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;1;1,61743
Rizespor vs. Sivasspor - Sunday August 13 - 2006,Rizespor,hard,4-4-2,ZDRAVKOV;VICTORIA;CAKMAK;EL TABEI;EREN;ELMAS;UGUR;YUCETAS;TJIKUZU;DIA;AKSOY,1;17;5;15;34;53;7;6;8;18;10,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;1;0;0;0,61742
Rizespor vs. Sivasspor - Sunday August 13 - 2006,Sivasspor,hard,4-4-2,PETKOVIC;YERLIKAYA;YURT;ELMACI;BAYRAKTAR;UMMAK;FRANSERGIO;TOPRAKTEPE;KUS;BOZKAYA;BALILI,1;58;38;42;6;33;30;18;54;11;17,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;1;0;0;1,61742
Sakaryaspor vs. Antalyaspor - Sunday August 13 - 2006,Antalyaspor,hard,4-4-2,CORDOBA;YAMAN;BIENIUK;DZIEWICKI;KAVUK;KAHRAMAN;SUAZO;KARTOP;GURSEL;STRAKA;BIRDAL,1;74;7;5;67;10;12;6;39;25;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;1;1;0;0,0;0;0;0;1;0;0;1;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;1;0,61741
Sakaryaspor vs. Antalyaspor - Sunday August 13 - 2006,Sakaryaspor,hard,4-4-2,MARTINEZ;TEBER;BAHADIR;USTA;DUMAN;VARDAR;MBAYO;CAPURRO;AYDIN;CETIN;CANGELE,55;15;25;61;51;11;10;22;7;54;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;1,0;0;0;0;0;0;0;1;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;0;1;0,61741
Trabzonspor vs. Manisaspor - Sunday August 13 - 2006,Manisaspor,hard,4-2-3-1,ATAMAN;BALTA;BORBICONI;JOHANA;OZSARAC;INAN;INCEMAN;HOLOSKO;ZELENKA;ASKAROGLU;MEDUNA,99;16;5;19;3;18;10;14;77;43;26,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;0;1;0;1,0;0;0;0;0;1;1;0;1;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;0,61740
Trabzonspor vs. Manisaspor - Sunday August 13 - 2006,Trabzonspor,easy,4-2-3-1,ZENGIN;OCAK;ATAN;STEPANOV;AKYEL;UCUNCU;CIMSIR;KARADENIZ;MARCELINHO;YATTARA;BULUT,29;22;4;55;3;6;5;61;30;11;10,0;0;0;0;0;0;0;0;0;0;1,0;1;0;1;0;0;0;0;0;0;0,0;0;1;1;0;0;0;0;0;0;0,0;0;1;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;1;1,61740
Ankaraspor vs. Kayseri Erciyesspor - Saturday August 19 - 2006,Ankaraspor,hard,4-4-2,RICHARD KINGSON;WEDERSON;PETROUS;DUYMUS;YOLDAS;KISA;GUCER;KOCAK;AYHAN;YILMAZ;JABA,78;6;2;49;4;19;50;66;72;61;10,0;0;1;0;0;0;0;0;1;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;1;0;0;1;1;0;0;0,0;0;0;1;0;0;1;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;1;0;0,61748
Ankaraspor vs. Kayseri Erciyesspor - Saturday August 19 - 2006,Kayseri Erciyesspor,hard,4-4-2,FADHEL;OZKAYNAK;BAYER;KOK;OZBAY;BAYAZIT;TORAMAN;KOCABAL;DEMIRAY;DJALOVIC;LAZAROV,1;39;30;19;66;10;5;70;8;9;11,0;0;0;0;0;1;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;2,0;0;1;0;1;1;1;0;0;0;1,0;0;1;0;1;1;1;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0,61748
Fenerbahce vs. Rizespor - Saturday August 19 - 2006,Fenerbahce,easy,4-1-4-1,RECBER;OZAT;ARAT;TURACI;ZENGIN;MEHMET AURELIO;SANLI;ALEX;METIN;YOZGATLI;SENTURK,34;5;17;19;16;15;10;20;11;7;23,0;0;0;0;0;0;0;1;1;0;0,0;0;0;0;0;0;1;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;0;0;0;0;0;1,61749
Fenerbahce vs. Rizespor - Saturday August 19 - 2006,Rizespor,hard,4-2-3-1,ZDRAVKOV;VICTORIA;CAKMAK;EL TABEI;EREN;UGUR;TJIKUZU;ELMAS;AKSOY;BAKI;JELIC,1;17;5;15;34;7;8;53;10;22;9,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;1;0;0,0;0;1;0;0;0;0;1;0;0;0,0;0;1;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;1;1,61749
Manisaspor vs. Galatasaray - Saturday August 19 - 2006,Galatasaray,easy,4-2-3-1,MONDRAGON;AK;SONG;TOMAS;HASPOLATLI;AKMAN;GUVEN;TURAN;ILIC;SARIOGLU;SUKUR,1;5;4;2;19;18;24;66;22;55;9,0;0;0;0;0;0;0;0;1;0;0,0;1;0;0;0;0;0;0;1;0;0,0;0;0;1;0;0;0;0;0;1;0,0;0;0;1;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;0;0;0;0,61747
Manisaspor vs. Galatasaray - Saturday August 19 - 2006,Manisaspor,hard,4-2-3-1,ATAMAN;OZSARAC;BOZKURT;BORBICONI;JOHANA;INCEMAN;INAN;BALTA;ZELENKA;HOLOSKO;MEDUNA,99;3;4;5;19;10;18;16;77;14;26,0;0;0;0;0;0;1;1;0;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;1;0;0;0;1;0;0;0;0,0;0;1;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;1,61747
Bursaspor vs. Genclerbirligi - Sunday August 20 - 2006,Bursaspor,hard,4-4-2,CATKIC;BEKIROGLU;BOZACI;ERDOGAN;GULDUREN;FRASINEANU;SUMULIKOSKI;ACAR;YIGIT;KALOGLU;BIRYOL,1;47;5;4;3;10;18;8;22;11;15,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;1;0;1;0;0;0;0,0;0;1;0;1;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;1;0;0;0,61754
Bursaspor vs. Genclerbirligi - Sunday August 20 - 2006,Genclerbirligi,hard,4-4-2,TOKGOZ;GUVEN;RISP;TRAORE;OZBEY;AYDIN;NAS;ABDELAZIZ;PROMISE;CAKIR;OZTURK,99;44;3;5;6;34;7;12;14;10;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;1;0;0;0;0,1;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;1;0;1,61754
Denizlispor vs. Besiktas - Sunday August 20 - 2006,Besiktas,easy,4-2-3-1,RUNJE;UZULMEZ;MERCIMEK;ZAN;TORAMAN;AVCI;KLEBERSON;GULEC;DELGADO;YILMAZ;BOBO,1;19;8;5;58;41;15;9;10;7;13,0;0;0;1;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;1;0;0;1,61755
Denizlispor vs. Besiktas - Sunday August 20 - 2006,Denizlispor,hard,4-4-2,KUCUK;KECELI;GURACAR;KRATOCHVIL;CAGIRAN;ABRAHAM;EGE;SIMSEK;ERTUGRUL;KINALI;ADRIANO,1;11;22;7;5;4;25;9;20;60;29,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;1;0;1,61755
Gaziantepspor vs. Trabzonspor - Sunday August 20 - 2006,Gaziantepspor,hard,4-2-3-1,HASAGIC;DAG;COGUM;IRTEGUN;AKINCI;KIRITA;DRINCIC;BAYAR;YILDIRIM;BAYRAKTAR;CIHAN,1;23;6;4;77;3;39;26;36;9;50,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;1;0;0;0;1;0,0;0;0;0;0;1;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;1;1,61750
Gaziantepspor vs. Trabzonspor - Sunday August 20 - 2006,Trabzonspor,easy,4-2-3-1,ZENGIN;OCAK;STEPANOV;CIMSIR;COKMUS;UCUNCU;SZYMKOWIAK;KARADENIZ;MARCELINHO;AKYEL;BULUT,29;22;55;5;85;6;7;61;30;3;10,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;0;1;0,0;0;0;0;1;1;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;1;0;0;0;1,61750
Kayserispor vs. Ankaragucu - Sunday August 20 - 2006,Ankaragucu,hard,4-2-3-1,USAK;PETKOV;KUTLU;BAYRAK;GUNGOR;ACAR;VIDUSLU;TITA;ERIS;DERELI;BEBBE,34;5;4;3;2;21;28;16;10;61;11,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;1;1;0;0;1;1;0;0,0;0;0;1;0;0;0;1;1;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;1;0;1;0;0,61753
Kayserispor vs. Ankaragucu - Sunday August 20 - 2006,Kayserispor,hard,4-4-2,IVANKOV;TOLEDO;TOSCALI;JOHNSON;CORA;CEYLAN;BASDAG;BOLUKBASI;TOPUZ;UNAL;IGLESIAS,27;12;25;15;18;81;8;3;66;9;7,0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;1;0,0;0;0;0;0;0;1;1;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;1;1;0,61753
